Name,Released year,Genre,Director,Runtime (h),Score,Status,Language,Budget ($),Revenue ($)
The Madagascar Penguins in a Christmas Caper,2005,"'Animation', 'Comedy', 'Family'",Michael Lachance,,68.0,Released,English,,
The Bridges of Madison County,1995,"'Drama', 'Romance'",Clint Eastwood,2.25,77.0,Released,English,24000000.0,182016617.0
Stonehearst Asylum,2014,"'Thriller', 'Mystery', 'Horror'",Brad Anderson,1.87,68.0,Released,English,,3200000.0
Prison Break: The Final Break,2009,"'Action', 'Drama', 'Thriller'",Kevin Hooks,1.48,75.0,Released,English,,
Live and Let Die,1973,"'Adventure', 'Action', 'Thriller'",Guy Hamilton,2.02,65.0,Released,English,7000000.0,126377836.0
Safe,2012,"'Action', 'Crime', 'Thriller'",Boaz Yakin,1.5699999999999998,65.0,Released,English,30000000.0,40346186.0
Ella Enchanted,2004,"'Family', 'Fantasy', 'Comedy'",Tommy O'Haver,1.6,64.0,Released,English,31000000.0,27388767.0
The Last Stand,2013,"'Action', 'Crime', 'Thriller'",Andrew Knauer,1.78,61.0,Released,English,30000000.0,
The X Files: I Want to Believe,2008,"'Drama', 'Mystery', 'Science Fiction', 'Thriller'",Chris Carter,1.73,58.0,Released,English,30000000.0,69363381.0
Summertime,2015,"'Comedy', 'Drama', 'Romance'",Catherine Corsini,1.75,67.0,Released,French,,
The Good Son,1993,"'Thriller', 'Drama', 'Horror'",Joseph Ruben,1.45,67.0,Released,English,17000000.0,60613008.0
Saint Seiya Heaven Chapter: Overture,2004,"'Animation', 'Fantasy'",Shigeyasu Yamauchi,1.38,76.0,Released,Japanese,,
Escape from the Planet of the Apes,1971,"'Action', 'Science Fiction'",Pierre Boulle,1.63,63.0,Released,English,2500000.0,12400000.0
The Lover,1992,"'Drama', 'Romance'",Jean-Jacques Annaud,1.92,70.0,Released,French,,5013090.0
Hi Nanna,2023,"'Drama', 'Family', 'Romance'",Shouryuv,2.58,90.0,Released,Telugu,,
The Little Prince,2015,"'Adventure', 'Animation', 'Fantasy', 'Family'",Mark Osborne,1.8,76.0,Released,English,64000000.0,97571250.0
The One,2001,"'Action', 'Science Fiction', 'Thriller'",James Wong,1.45,61.0,Released,English,49000000.0,72689126.0
El sabor de la Navidad,2023,"'Comedy', 'Drama', 'Romance'",Alejandro Lozano,1.67,100.0,Released,Spanish; Castilian,,
Detective Knight: Independence,2023,"'Action', 'Crime', 'Thriller'",Edward Drake,1.53,54.0,Released,English,2000000.0,36171.0
Bee Movie,2007,"'Family', 'Animation', 'Adventure', 'Comedy'",Steve Hickner,1.52,60.0,Released,English,150000000.0,287594577.0
The Three Musketeers,1993,"'Action', 'Adventure', 'Comedy'",Stephen Herek,1.75,64.0,Released,English,30000000.0,53898845.0
Big Fish,2003,"'Adventure', 'Fantasy', 'Drama'",Tim Burton,2.08,78.0,Released,English,70000000.0,123218424.0
Love & Passion,1987,'Drama',Tinto Brass,1.63,54.0,Released,Italian,,
Romancing the Stone,1984,"'Romance', 'Comedy', 'Action', 'Adventure'",Robert Zemeckis,1.77,68.0,Released,English,10000000.0,86572238.0
Ultimate Avengers 2,2006,"'Adventure', 'Animation', 'Action', 'Science Fiction'",Stan Lee,1.22,67.0,Released,English,,
Pandorum,2009,"'Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller'",Christian Alvart,1.8,66.0,Released,English,33000000.0,20648328.0
The Beautician and the Beast,1997,"'Comedy', 'Romance'",Ken Kwapis,1.75,68.0,Released,English,16000000.0,11486880.0
Frankenweenie,2012,"'Animation', 'Comedy', 'Family'",Tim Burton,1.45,70.0,Released,English,39000000.0,81493846.0
The Last Duel,2021,"'History', 'Drama', 'Action'",Ridley Scott,2.55,75.0,Released,English,100000000.0,30500000.0
Four Weddings and a Funeral,1994,"'Comedy', 'Drama', 'Romance'",Mike Newell,1.95,68.0,Released,English,4400000.0,245700832.0
Death Becomes Her,1992,"'Comedy', 'Fantasy', 'Horror'",Robert Zemeckis,1.73,68.0,Released,English,55000000.0,149022650.0
Lost in Translation,2003,"'Drama', 'Romance'",Sofia Coppola,1.7,74.0,Released,English,4000000.0,119723856.0
Lullaby,2022,'Horror',John R. Leonetti,1.43,53.0,Released,English,20000000.0,
Pride and Prejudice and Zombies,2016,"'Romance', 'Horror', 'Comedy', 'Thriller'",Burr Steers,1.8,61.0,Released,English,28000000.0,16457494.0
Brightburn,2019,"'Horror', 'Science Fiction', 'Thriller', 'Mystery'",David Yarovesky,1.52,61.0,Released,English,6000000.0,33224654.0
Paws of Fury: The Legend of Hank,2022,"'Animation', 'Action', 'Adventure', 'Comedy', 'Family'",Rob Minkoff,1.5699999999999998,67.0,Released,English,45000000.0,42500000.0
Hot Girls Wanted,2015,'Documentary',Ronna Gradus,1.4,60.0,Released,English,,
Mine,2016,"'War', 'Thriller'",Fabio Resinaro,1.78,66.0,Released,English,,1600000.0
Hard Target,1993,"'Action', 'Adventure', 'Crime', 'Thriller'",John Woo,1.62,63.0,Released,English,18000000.0,74189677.0
The Return of Godzilla,1984,"'Science Fiction', 'Action', 'Thriller'",Koji Hashimoto,1.72,73.0,Released,Japanese,6000000.0,11000000.0
The Spy Next Door,2010,"'Action', 'Comedy', 'Family'",Brian Levant,1.5699999999999998,59.0,Released,English,28000000.0,66166000.0
King Kong vs. Godzilla,1962,"'Action', 'Adventure', 'Science Fiction', 'Comedy'",Ishirō Honda,1.62,68.0,Released,Japanese,,12550000.0
Hustle,2022,"'Drama', 'Comedy'",Jeremiah Zagar,1.97,78.0,Released,English,,
Every Which Way but Loose,1978,"'Action', 'Comedy', 'Adventure', 'Romance', 'Drama'",James Fargo,1.83,62.0,Released,English,5000000.0,85196485.0
Dynasty Warriors,2021,"'Action', 'Adventure', 'Fantasy'",Roy Chow Hin-Yeung,1.97,60.0,Released,Cantonese,38504400.0,3310000.0
Slumdog Millionaire,2008,"'Drama', 'Romance'",Danny Boyle,,77.0,Released,English,15000000.0,378410542.0
True Grit,2010,"'Drama', 'Adventure', 'Western'",Joel Coen,1.83,73.0,Released,English,38000000.0,252300000.0
The Ritual,2017,"'Horror', 'Thriller', 'Mystery'",David Bruckner,1.5699999999999998,62.0,Released,English,1000000.0,1786396.0
22 Jump Street,2014,"'Crime', 'Comedy', 'Action'",Michael Bacall,1.87,68.0,Released,English,50000000.0,331300000.0
Kill Bill: The Whole Bloody Affair,2011,"'Action', 'Crime', 'Thriller'",Quentin Tarantino,4.12,80.0,Released,English,55000000.0,
The Guardian,2006,"'Action', 'Adventure', 'Drama'",Andrew Davis,2.32,71.0,Released,English,10000000.0,94973540.0
One Piece: Dead End Adventure,2003,"'Action', 'Animation', 'Adventure'",Konosuke Uda,1.58,70.0,Released,Japanese,,14817006.0
Barbie and the Diamond Castle,2008,"'Animation', 'Family'",Ruth Handler,1.3,74.0,Released,English,,
Christmas in Scotland,2023,"'TV Movie', 'Romance', 'Comedy', 'Drama'",David Lumsden,1.5,55.0,Released,English,,
Death Proof,2007,"'Action', 'Thriller'",Quentin Tarantino,1.88,68.0,Released,English,25000000.0,31126421.0
"Are You There God? It's Me, Margaret.",2023,"'Comedy', 'Drama'",Kelly Fremon Craig,1.78,73.0,Released,English,30000000.0,21826840.0
"Honey, I Blew Up the Kid",1992,"'Adventure', 'Comedy', 'Family', 'Science Fiction'",Ed Naha,1.48,52.0,Released,English,40000000.0,58662452.0
12.12: The Day,2023,'Drama',Kim Sung-soo,2.37,97.0,Released,Korean,,
Murder on the Orient Express,1974,"'Drama', 'Thriller', 'Mystery'",Agatha Christie,2.13,71.0,Released,English,1400000.0,35700000.0
The Wild,2006,"'Family', 'Animation'",Mark Gibson,1.58,55.0,Released,English,80000000.0,102338515.0
All Ladies Do It,1992,"'Comedy', 'Drama'",Tinto Brass,1.55,49.0,Released,Italian,,
Anna,2019,"'Thriller', 'Action'",Luc Besson,1.98,67.0,Released,French,34000000.0,31626978.0
Barbie as Rapunzel,2002,"'Animation', 'Family'",Ruth Handler,1.4,70.0,Released,English,,
Tron,1982,"'Science Fiction', 'Action', 'Adventure'",Steven Lisberger,1.6,67.0,Released,English,17000000.0,33000000.0
Bound by Honor,1993,"'Crime', 'Action', 'Drama', 'Thriller'",Taylor Hackford,3.17,81.0,Released,English,35000000.0,4500000.0
The Vanishing,1993,"'Thriller', 'Drama', 'Mystery', 'Horror'",George Sluizer,1.8199999999999998,61.0,Released,English,,14543394.0
Romeo Must Die,2000,"'Action', 'Crime', 'Thriller'",Andrzej Bartkowiak,1.92,62.0,Released,English,25000000.0,91036760.0
Knight and Day,2010,"'Action', 'Comedy'",James Mangold,1.8199999999999998,62.0,Released,English,117000000.0,261989769.0
Homefront,2013,"'Action', 'Thriller'",Gary Fleder,1.67,70.0,Released,English,22000000.0,43058898.0
Ri¢hie Ri¢h,1994,"'Comedy', 'Family'",Donald Petrie,1.58,59.0,Released,English,40000000.0,38087756.0
Tinker Bell,2008,"'Animation', 'Family', 'Adventure', 'Fantasy'",Bradley Raymond,1.3,68.0,Released,English,48000000.0,
Buenos Aires BZ,2023,'Horror',Nicolás Fabiani,1.17,15.0,Released,Spanish; Castilian,,
The Judge,2014,'Drama',David Dobkin,2.35,73.0,Released,English,50000000.0,83719388.0
Peninsula,2020,"'Horror', 'Adventure', 'Action', 'Thriller'",Yeon Sang-ho,1.92,68.0,Released,Korean,17000000.0,42698327.0
The 6th Day,2000,"'Science Fiction', 'Action', 'Mystery'",Roger Spottiswoode,2.05,60.0,Released,English,82000000.0,96085477.0
The Silencing,2020,"'Thriller', 'Action'",Robin Pront,1.55,65.0,Released,English,,
Dr. No,1962,"'Adventure', 'Action', 'Thriller'",Terence Young,1.83,70.0,Released,English,1200000.0,59567035.0
The Rescuers,1977,"'Fantasy', 'Family', 'Animation', 'Adventure'",Burny Mattinson,1.3,68.0,Released,English,1200000.0,71215869.0
Bloodshot,2020,"'Action', 'Science Fiction', 'Adventure'",Jeff Wadlow,1.83,68.0,Released,English,42000000.0,39861118.0
Gantz: Perfect Answer,2011,"'Action', 'Mystery', 'Science Fiction', 'Horror'",Shinsuke Sato,2.35,67.0,Released,Japanese,,
What Men Want,2019,"'Comedy', 'Romance'",Tina Gordon Chism,1.95,62.0,Released,English,20000000.0,69766483.0
Noah,2014,"'Drama', 'Adventure'",Darren Aronofsky,2.3,57.0,Released,English,125000000.0,362600000.0
Fatal Attraction,1987,"'Drama', 'Thriller'",Adrian Lyne,1.98,68.0,Released,English,14000000.0,320145693.0
Paranormal Activity,2007,"'Horror', 'Mystery'",Oren Peli,1.43,60.0,Released,English,215000.0,193355800.0
The Young and Prodigious T.S. Spivet,2013,"'Adventure', 'Drama', 'Family'",Jean-Pierre Jeunet,1.75,68.0,Released,English,33000000.0,9494789.0
Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix,1994,"'Animation', 'Comedy'",Junji Nishimura,,76.0,Released,Japanese,,
The Wager,2020,"'Drama', 'Thriller'",Mark Justice,1.55,40.0,Released,English,,
The 12 Days of Christmas Eve,2022,"'TV Movie', 'Comedy', 'Fantasy'",Dustin Rikert,1.47,63.0,Released,English,,
Eastern Promises,2007,"'Thriller', 'Crime', 'Mystery'",David Cronenberg,1.6800000000000002,74.0,Released,English,51500000.0,56106607.0
Dredd,2012,"'Action', 'Science Fiction'",Carlos Ezquerra,1.58,68.0,Released,English,50000000.0,41037742.0
Peter Pan,2003,"'Adventure', 'Fantasy', 'Family'",P.J. Hogan,1.88,72.0,Released,English,100000000.0,121975011.0
Sweeney Todd: The Demon Barber of Fleet Street,2007,"'Drama', 'Horror'",Tim Burton,1.9300000000000002,72.0,Released,English,50000000.0,152000000.0
Friday the 13th: A New Beginning,1985,'Horror',Danny Steinmann,1.53,53.0,Released,English,2200000.0,21900000.0
Fingernails,2023,"'Romance', 'Science Fiction', 'Drama'",Christos Nikou,1.88,60.0,Released,English,,
Mary Poppins Returns,2018,"'Fantasy', 'Family', 'Comedy'",Rob Marshall,2.18,65.0,Released,English,130000000.0,348807090.0
The Hunt for Red October,1990,"'Action', 'Adventure', 'Thriller'",John McTiernan,2.25,74.0,Released,English,30000000.0,200500000.0
Spy Kids: All the Time in the World,2011,"'Family', 'Comedy', 'Action'",Robert Rodriguez,1.48,47.0,Released,English,27000000.0,85600000.0
The Simpsons in Plusaversary,2021,"'Animation', 'Comedy', 'Fantasy'",David Silverman,,66.0,Released,English,,
In Love and Deep Water,2023,"'Romance', 'Comedy', 'Mystery', 'Thriller'",Yusuke Taki,2.12,56.0,Released,Japanese,,
My Little Pony: A New Generation,2021,"'Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure'",Mark Fattibene,1.52,78.0,Released,English,,4100000.0
Trainspotting,1996,"'Drama', 'Crime'",Danny Boyle,1.5699999999999998,80.0,Released,English,4000000.0,16491080.0
Uncut Gems,2019,"'Drama', 'Thriller', 'Crime'",Josh Safdie,2.27,71.0,Released,English,19000000.0,50000000.0
How the Gringo Stole Christmas,2023,'Comedy',Angel Gracia,1.35,70.0,Released,English,,
"Batman: The Dark Knight Returns, Part 1",2012,"'Science Fiction', 'Action', 'Animation', 'Mystery'",Jay Oliva,1.27,77.0,Released,English,3500000.0,
The Three Musketeers,2023,"'Action', 'Adventure'",Bill Thomas,1.5699999999999998,55.0,Released,English,,
Bāhubali: The Beginning,2015,"'Action', 'Adventure', 'Drama'",S. S. Rajamouli,2.65,76.0,Released,Telugu,25130430.0,90747520.0
The Final Countdown,1980,"'War', 'Action', 'Science Fiction'",Peter Powell,1.72,66.0,Released,English,12000000.0,16647800.0
Scooby-Doo on Zombie Island,2001,"'Animation', 'Mystery', 'Family', 'Horror'",Glenn Leopold,1.28,77.0,Released,English,,
Sleepless in Seattle,1993,"'Comedy', 'Drama', 'Romance'",Nora Ephron,1.75,67.0,Released,English,21000000.0,227799884.0
Passages,2023,"'Romance', 'Drama'",Ira Sachs,1.53,66.0,Released,French,,1100000.0
Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006,"'Adventure', 'Animation', 'Action'",Toshiyuki Tsuru,1.58,71.0,Released,Japanese,,3224000.0
The Space Between Us,2017,"'Romance', 'Adventure', 'Science Fiction', 'Drama'",Allan Loeb,2.02,71.0,Released,English,30000000.0,14793385.0
Emily the Criminal,2022,"'Crime', 'Drama', 'Thriller'",John Patton Ford,1.62,68.0,Released,English,2000000.0,2157673.0
Clash of the Titans,1981,"'Adventure', 'Fantasy'",Desmond Davis,1.97,69.0,Released,English,12000000.0,41092328.0
Breakfast at Tiffany's,1961,"'Comedy', 'Romance', 'Drama'",Blake Edwards,1.92,77.0,Released,English,2500000.0,9500000.0
The Perfect Storm,2000,"'Action', 'Adventure', 'Drama', 'Thriller'",Wolfgang Petersen,2.17,64.0,Released,English,130000000.0,325756637.0
The Punisher,1989,"'Action', 'Thriller'",Mark Goldblatt,1.48,57.0,Released,English,9000000.0,
Road to Perdition,2002,"'Crime', 'Drama', 'Thriller'",Sam Mendes,1.95,74.0,Released,English,80000000.0,181001478.0
Blue Streak,1999,"'Action', 'Comedy', 'Crime'",Les Mayfield,1.55,65.0,Released,English,65000000.0,117758500.0
"I, Frankenstein",2014,"'Horror', 'Thriller'",Stuart Beattie,1.53,53.0,Released,English,65000000.0,76801179.0
Practical Magic,1998,"'Romance', 'Comedy', 'Fantasy'",Griffin Dunne,1.73,67.0,Released,English,75000000.0,46733235.0
"O Brother, Where Art Thou?",2000,"'Adventure', 'Comedy', 'Crime'",Joel Coen,1.78,73.0,Released,English,26000000.0,71900000.0
Last Night in Soho,2021,"'Mystery', 'Thriller', 'Horror'",Edgar Wright,1.9300000000000002,74.0,Released,English,43000000.0,22957625.0
Lady Chatterley's Lover,2022,"'Drama', 'Romance'",Laure de Clermont-Tonnerre,2.1,65.0,Released,English,,
Solomon Kane,2009,"'Adventure', 'Fantasy', 'Action'",M.J. Bassett,1.73,60.0,Released,English,45000000.0,19652185.0
The Intern - A Summer of Lust,2019,'Drama',Erika Lust,1.8,57.0,Released,English,,
The Towering Inferno,1974,"'Action', 'Drama', 'Thriller'",John Guillermin,2.75,70.0,Released,English,14000000.0,116000000.0
The Captive,2014,"'Drama', 'Thriller', 'Crime'",Atom Egoyan,1.87,58.0,Released,English,,1075178.0
John Tucker Must Die,2006,"'Comedy', 'Romance'",Betty Thomas,1.45,61.0,Released,English,18000000.0,68844775.0
Cowboys & Aliens,2011,"'Action', 'Science Fiction', 'Thriller', 'Western'",Mark Fergus,1.98,56.0,Released,English,163000000.0,174822325.0
After Porn Ends 2,2017,'Documentary',Bryce Wagoner,1.5,53.0,Released,English,500000.0,
After.Life,2009,"'Drama', 'Horror', 'Mystery', 'Thriller'",Agnieszka Wojtowicz-Vosloo,1.73,63.0,Released,English,4500000.0,3606395.0
The Raid 2,2014,"'Action', 'Crime', 'Thriller'",Gareth Evans,2.5,76.0,Released,Indonesian,4500000.0,6566916.0
Open Water 2: Adrift,2006,"'Drama', 'Horror', 'Thriller'",Hans Horn,1.5699999999999998,55.0,Released,English,1200000.0,6816129.0
Peaky Blinders: The True Story,2016,'Documentary',David Glover,,85.0,Released,English,,
Exam,2009,"'Thriller', 'Mystery'",Stuart Hazeldine,1.6800000000000002,67.0,Released,English,600000.0,394717.0
The Hobbit,1977,"'Family', 'Fantasy', 'Animation', 'Adventure', 'TV Movie'","Arthur Rankin, Jr.",1.28,66.0,Released,English,3000000.0,
The Descent,2005,"'Adventure', 'Horror'",Neil Marshall,1.65,70.0,Released,English,3500000.0,57130027.0
5 Centimeters per Second,2007,"'Animation', 'Drama', 'Family', 'Romance'",Makoto Shinkai,1.05,73.0,Released,Japanese,5000000.0,
Melissa P.,2005,'Drama',Luca Guadagnino,1.67,46.0,Released,Italian,,5151936.0
Snag,2023,"'Action', 'Crime', 'Thriller'",Ben Milliken,1.45,60.0,Released,English,,
Kung Fu Panda: Secrets of the Furious Five,2008,"'Animation', 'Family', 'Action'",Raman Hui,,67.0,Released,English,,
Step Up 2: The Streets,2008,"'Music', 'Drama', 'Romance'",Jon M. Chu,1.63,67.0,Released,English,23000000.0,150816700.0
The Fundamentals of Caring,2016,"'Comedy', 'Drama'",Rob Burnett,1.62,73.0,Released,English,,
Original Sin,2001,"'Thriller', 'Drama', 'Mystery', 'Romance'",Michael Cristofer,1.97,61.0,Released,English,42000000.0,35402320.0
Jacob's Ladder,1990,"'Drama', 'Mystery', 'Horror'",Adrian Lyne,1.88,74.0,Released,English,25000000.0,26118851.0
Dungeons & Dragons,2000,"'Drama', 'Adventure', 'Fantasy'",Courtney Solomon,1.78,43.0,Released,English,35000000.0,15185241.0
Ben 10: Secret of the Omnitrix,2007,"'Animation', 'Science Fiction', 'Family'",Scooter Tidwell,1.18,73.0,Released,English,,
Revolutionary Road,2008,"'Drama', 'Romance'",Sam Mendes,1.98,70.0,Released,English,35000000.0,75981180.0
You Only Live Twice,1967,"'Action', 'Thriller', 'Adventure'",Lewis Gilbert,1.95,66.0,Released,English,9500000.0,111584787.0
The Scorpion King 3: Battle for Redemption,2012,"'Action', 'Adventure', 'Fantasy', 'Drama'",Roel Reiné,1.77,46.0,Released,English,5000000.0,
Homeward Bound II: Lost in San Francisco,1996,"'Adventure', 'Comedy', 'Drama', 'Family'",Sheila Burnford,1.48,65.0,Released,English,,32709423.0
Eileen,2023,"'Drama', 'Thriller', 'Crime'",William Oldroyd,1.63,63.0,Released,English,,93000.0
The Voyeurs,2021,'Thriller',Michael Mohan,1.95,67.0,Released,English,,
City of God,2002,"'Drama', 'Crime'",Paulo Lins,2.17,84.0,Released,Portuguese,3300000.0,30641770.0
Night of the Living Dead,1968,'Horror',George A. Romero,1.6,76.0,Released,English,114000.0,30000000.0
Tom and Jerry Cowboy Up!,2022,"'Animation', 'Comedy', 'Family', 'Western'",William Hanna,1.25,69.0,Released,English,,
Sister Act 2: Back in the Habit,1993,"'Music', 'Comedy'",Bill Duke,1.78,64.0,Released,English,38000000.0,57319029.0
Upgrade,2018,"'Action', 'Thriller', 'Science Fiction'",Leigh Whannell,1.67,75.0,Released,English,5000000.0,16706680.0
Fantastic Mr. Fox,2009,"'Adventure', 'Animation', 'Comedy', 'Family'",Wes Anderson,1.45,78.0,Released,English,40000000.0,46471023.0
The Man from Nowhere,2010,"'Action', 'Thriller', 'Crime'",Lee Jeong-beom,1.98,77.0,Released,Korean,1255000.0,43059790.0
Kama Sutra: A Tale of Love,1996,"'Drama', 'History', 'Romance'",Mira Nair,1.95,57.0,Released,English,3000000.0,4109095.0
Sailor Moon R: The Movie,1993,"'Animation', 'Romance', 'Action', 'Fantasy'",Kunihiko Ikuhara,1.02,79.0,Released,Japanese,,12307555.0
Mary Poppins,1964,"'Comedy', 'Family', 'Fantasy'",Robert Stevenson,2.32,76.0,Released,English,4650000.0,103100000.0
Day Shift,2022,"'Action', 'Fantasy', 'Horror', 'Comedy'",Tyler Tice,1.88,68.0,Released,English,,
Heaven in Hell,2023,"'Drama', 'Romance'",Tomasz Mandes,,70.0,Released,Polish,,
Joseph,1995,"'Drama', 'Fantasy'",Roger Young,2.9699999999999998,82.0,Released,English,,
Sharknado 2: The Second One,2014,"'Thriller', 'Science Fiction'",Anthony C. Ferrante,1.43,46.0,Released,English,,
Twin Peaks: Fire Walk with Me,1992,"'Drama', 'Mystery', 'Horror'",David Lynch,2.25,74.0,Released,English,10000000.0,4184990.0
Libres,2023,'Documentary',Santos Blanco,1.8,50.0,Released,Spanish; Castilian,,
The Death of Superman,2018,"'Science Fiction', 'Animation', 'Action', 'Drama'",Bill Finger,1.35,74.0,Released,English,,
Police Academy 2: Their First Assignment,1985,"'Comedy', 'Crime'",Pat Proft,1.45,61.0,Released,English,7600000.0,55600000.0
